adr_path,title,status,related_closed_plan_count,related_closed_plans,related_closed_initiatives,textually_referenced_closed_plans,textually_referenced_closed_initiatives,canonical_decision_ids,coverage_notes
l0/docs/decisions/0001-foundational-language-contract.md,Foundational L0 Language Contract,Accepted,0,,,,,,Foundational pre-plan language contract with no cited closed-plan contributor.
l0/docs/decisions/0002-pointer-model-no-address-of.md,Pointer Model and No Address-of,Accepted,1,l0/work/plans/bug-fixes/closed/2026-05-08-stage2-pointer-indexing-parity-noref.md,,l0/work/plans/bug-fixes/closed/2026-05-08-stage2-pointer-indexing-parity-noref.md,,DEA-CANON-0360 | DEA-CANON-0361,One closed Stage 2 parity plan reinforces the pre-existing pointer surface and rejection of raw-pointer indexing.
l0/docs/decisions/0003-integer-model.md,Integer Model,Accepted,3,l0/work/plans/bug-fixes/closed/2026-02-27-stage1-backend-mixed-int-byte-binary-ice-1014-noref.md | l0/work/plans/features/closed/2026-02-27-stdlib-string-conversions-noref.md | l0/work/plans/features/closed/2026-02-27-stdlib-time-interface-noref.md,,work/plans/features/closed/2026-04-14-shared-std-math-int-surface-noref.md | work/plans/refactors/closed/2026-05-13-shared-std-math-to-std-integer-rename-noref.md,,DEA-CANON-0033 | DEA-CANON-0037 | DEA-CANON-0038 | DEA-CANON-0050,Two later closed shared plans extend the foundational integer model through the integer stdlib surface and module rename.
l0/docs/decisions/0004-enum-tagged-union-model.md,Enum and Tagged-Union Model,Accepted,0,,,,,,Foundational pre-plan enum/tagged-union contract with no cited closed-plan contributor.
l0/docs/decisions/0005-extern-func-ffi-boundary.md,`extern func` and the FFI Boundary,Accepted,3,l0/work/plans/features/closed/2026-02-27-stdlib-time-interface-noref.md | work/plans/refactors/closed/2026-05-08-sys-memory-rename-noref.md | work/plans/refactors/closed/2026-05-09-relax-null-tolerant-runtime-ffi-pointers-noref.md,,,,DEA-CANON-0047 | DEA-CANON-0051 | DEA-CANON-0372 | DEA-CANON-0380,Foundational pre-plan FFI boundary with no cited closed-plan contributor.
l0/docs/decisions/0006-module-system-and-imports.md,Module System and Import Semantics,Accepted,2,l0/work/plans/bug-fixes/closed/2026-06-05-duplicate-open-import-diagnostic-parity-noref.md | l0/work/plans/features/closed/2026-02-28-stage2-semantic-foundation-milestone-noref.md,,,,DEA-CANON-0060 | DEA-CANON-0428,Foundational pre-plan module/import contract with no cited closed-plan contributor.
l0/docs/decisions/0007-nullability-and-casts.md,Nullability and Casts,Accepted,3,l0/work/plans/bug-fixes/closed/2026-02-25-arc-opt-as-string-unwrap-ownership-noref.md | l0/work/plans/features/closed/2026-03-06-explicit-cast-constant-safety-diagnostics-noref.md | work/plans/refactors/closed/2026-05-09-relax-null-tolerant-runtime-ffi-pointers-noref.md,,l0/work/plans/bug-fixes/closed/2026-02-25-arc-opt-as-string-unwrap-ownership-noref.md | l0/work/plans/features/closed/2026-03-06-explicit-cast-constant-safety-diagnostics-noref.md,,DEA-CANON-0031 | DEA-CANON-0074 | DEA-CANON-0075 | DEA-CANON-0380,Two closed plans clarify ownership during nullable unwrap and explicit-cast safety diagnostics.
l0/docs/decisions/0008-arc-ownership-model.md,ARC Ownership Model,Accepted,11,l0/work/plans/bug-fixes/closed/2026-02-15-arc-bug-fixes-noref.md | l0/work/plans/bug-fixes/closed/2026-02-25-arc-opt-as-string-unwrap-ownership-noref.md | l0/work/plans/bug-fixes/closed/2026-02-28-stage1-backend-loop-continue-arc-release-uninitialized-noref.md | l0/work/plans/bug-fixes/closed/2026-03-11-general-logical-short-circuit-arc-temp-lowering-noref.md | l0/work/plans/bug-fixes/closed/2026-03-11-stage1-backend-condition-arc-temp-control-flow-noref.md | l0/work/plans/features/closed/2026-03-09-stdlib-runtime-fs-path-raw-io-bootstrap-noref.md | l0/work/plans/refactors/closed/2026-02-27-remove-drop-workarounds-noref.md | work/plans/bug-fixes/closed/2026-04-20-shared-casted-place-null-propagation-arc-noref.md | work/plans/bug-fixes/closed/2026-04-21-shared-arc-borrowed-param-reassignment-noref.md | work/plans/bug-fixes/closed/2026-04-22-shared-unwrapped-string-value-arc-copy-noref.md | work/plans/bug-fixes/closed/2026-04-30-shared-arc-owned-local-reassignment-semantics-noref.md,,l0/work/plans/bug-fixes/closed/2026-02-15-arc-bug-fixes-noref.md | l0/work/plans/bug-fixes/closed/2026-02-17-arc-return-expression-temp-cleanup-noref.md | l0/work/plans/bug-fixes/closed/2026-02-17-missing-cleanup-when-try-fails-in-with-noref.md | l0/work/plans/bug-fixes/closed/2026-02-25-arc-opt-as-string-unwrap-ownership-noref.md | l0/work/plans/bug-fixes/closed/2026-03-11-general-logical-short-circuit-arc-temp-lowering-noref.md | l0/work/plans/bug-fixes/closed/2026-03-11-stage1-backend-condition-arc-temp-control-flow-noref.md | work/plans/bug-fixes/closed/2026-04-21-shared-arc-borrowed-param-reassignment-noref.md | work/plans/bug-fixes/closed/2026-04-30-shared-arc-owned-local-reassignment-semantics-noref.md,,DEA-CANON-0001 | DEA-CANON-0002 | DEA-CANON-0031 | DEA-CANON-0054 | DEA-CANON-0055 | DEA-CANON-0056 | DEA-CANON-0057 | DEA-CANON-0058 | DEA-CANON-0090 | DEA-CANON-0109 | DEA-CANON-0110 | DEA-CANON-0297 | DEA-CANON-0300 | DEA-CANON-0301 | DEA-CANON-0320 | DEA-CANON-0349 | DEA-CANON-0350,"Eight closed bug-fix plans collectively refine ARC cleanup, short-circuit lowering, and slot-replacement semantics."
l0/docs/decisions/0009-string-value-semantics.md,ARC String Value Contract,Accepted,0,,,,,,Foundational pre-plan ARC string value contract with no cited closed-plan contributor.
l0/docs/decisions/0010-with-statement-cleanup.md,`with` Statement and Deterministic Cleanup,Accepted,4,l0/work/plans/bug-fixes/closed/2026-02-17-missing-cleanup-when-try-fails-in-with-noref.md | l0/work/plans/bug-fixes/closed/2026-02-27-with-cleanup-drop-false-positive-noref.md | l0/work/plans/refactors/closed/2026-02-27-remove-drop-workarounds-noref.md | work/plans/bug-fixes/closed/2026-06-22-shared-for-header-and-statement-flow-safety-noref.md,,work/plans/bug-fixes/closed/2026-06-22-shared-for-header-and-statement-flow-safety-noref.md,,DEA-CANON-0008 | DEA-CANON-0009 | DEA-CANON-0034 | DEA-CANON-0054 | DEA-CANON-0500,The construct predates plans; one later closed shared flow-safety plan defines abrupt-cleanup exit precedence.
l0/docs/decisions/0011-c-emission-strategy.md,C Emission Strategy,Accepted,5,l0/work/plans/bug-fixes/closed/2026-03-13-linux-c99-compatibility-noref.md | l0/work/plans/bug-fixes/closed/2026-03-31-msys2-mingw64-dev-environment-test-failures-noref.md | l0/work/plans/features/closed/2026-03-09-stage2-backend-c-emitter-milestone.md | l0/work/plans/refactors/closed/2026-02-28-trace-source-location.md | l0/work/plans/refactors/closed/2026-03-22-backend-emitter-boundary-cleanup-noref.md,,l0/work/plans/refactors/closed/2026-03-22-backend-emitter-boundary-cleanup-noref.md | work/plans/bug-fixes/closed/2026-04-29-shared-cleaner-c-condition-expressions-noref.md | work/plans/bug-fixes/closed/2026-04-29-shared-nonscalar-same-type-cast-c99-pedantic-noref.md | l0/work/plans/bug-fixes/closed/2026-03-13-linux-c99-compatibility-noref.md,,DEA-CANON-0064 | DEA-CANON-0081 | DEA-CANON-0127 | DEA-CANON-0151 | DEA-CANON-0166,Four closed refactor/bug-fix plans support the backend-emitter boundary and pedantic-clean C99 policy.
l0/docs/decisions/0012-name-disambiguation.md,Name Disambiguation via Qualified References,Accepted,0,,,,,,Pre-plan module-resolution decision with no cited closed-plan contributor.
l0/docs/decisions/0013-comparison-operator-scope.md,Comparison Operator Scope,Accepted,1,l0/work/plans/bug-fixes/closed/2026-02-27-stage1-backend-mixed-int-byte-binary-ice-1014-noref.md,,,,DEA-CANON-0033,Type-checker decision documented after implementation with no standalone closed-plan contributor.
l0/docs/decisions/0014-bootstrap-self-hosting-strategy.md,Bootstrap and Self-Hosting Strategy,Accepted,7,l0/work/plans/bug-fixes/closed/2026-03-13-linux-c99-compatibility-noref.md | l0/work/plans/bug-fixes/closed/2026-03-13-windows-stage2-shell-test-regressions-noref.md | l0/work/plans/bug-fixes/closed/2026-03-17-darwin-arm64-triple-bootstrap-native-mismatch-noref.md | l0/work/plans/features/closed/2026-03-09-stage2-backend-c-emitter-milestone.md | l0/work/plans/features/closed/2026-03-11-triple-bootstrap-self-hosting-noref.md | l0/work/plans/features/closed/2026-03-12-stage2-build-info-version-output-noref.md | l0/work/plans/tools/closed/2026-03-09-stage2-bootstrap-compiler-artifact-noref.md,,l0/work/plans/features/closed/2026-03-11-triple-bootstrap-self-hosting-noref.md | l0/work/plans/bug-fixes/closed/2026-03-11-stage2-triple-bootstrap-self-hosting-bug-fixes-noref.md | l0/work/plans/bug-fixes/closed/2026-03-17-darwin-arm64-triple-bootstrap-native-mismatch-noref.md,,DEA-CANON-0080 | DEA-CANON-0102 | DEA-CANON-0103 | DEA-CANON-0108 | DEA-CANON-0111 | DEA-CANON-0112 | DEA-CANON-0113 | DEA-CANON-0122 | DEA-CANON-0128 | DEA-CANON-0129 | DEA-CANON-0148,Three closed plans establish triple bootstrap and fix platform/self-hosting failures exposed by it.
l0/docs/decisions/0015-stdlib-module-boundaries.md,Stdlib Module Boundaries,Accepted,9,l0/work/plans/bug-fixes/closed/2026-02-25-stdio-stale-errno-io-wrappers-noref.md | l0/work/plans/features/closed/2026-02-27-stdlib-string-conversions-noref.md | l0/work/plans/features/closed/2026-02-27-stdlib-time-interface-noref.md | l0/work/plans/features/closed/2026-03-09-stdlib-runtime-fs-path-raw-io-bootstrap-noref.md | l0/work/plans/refactors/closed/2026-02-24-stage2-util-stdlib-lift.md | l0/work/plans/refactors/closed/2026-03-13-stdlib-fs-io-boundary-cleanup-noref.md | work/plans/features/closed/2026-04-14-shared-std-math-int-surface-noref.md | work/plans/refactors/closed/2026-05-08-sys-memory-rename-noref.md | work/plans/refactors/closed/2026-05-13-shared-std-math-to-std-integer-rename-noref.md,,l0/work/plans/refactors/closed/2026-03-13-stdlib-fs-io-boundary-cleanup-noref.md | work/plans/refactors/closed/2026-05-08-sys-memory-rename-noref.md | work/plans/refactors/closed/2026-05-13-shared-std-math-to-std-integer-rename-noref.md,,DEA-CANON-0027 | DEA-CANON-0028 | DEA-CANON-0029 | DEA-CANON-0030 | DEA-CANON-0032 | DEA-CANON-0036 | DEA-CANON-0046 | DEA-CANON-0083 | DEA-CANON-0084 | DEA-CANON-0085 | DEA-CANON-0086 | DEA-CANON-0087 | DEA-CANON-0088 | DEA-CANON-0089 | DEA-CANON-0130 | DEA-CANON-0131 | DEA-CANON-0249 | DEA-CANON-0250 | DEA-CANON-0258 | DEA-CANON-0371 | DEA-CANON-0373 | DEA-CANON-0410 | DEA-CANON-0411,Three closed plans support filesystem/I/O separation and the `sys.memory` and `std.integer` boundaries.
l0/docs/decisions/0016-string-value-operators.md,String Value Operators,Accepted,5,l1/work/plans/features/closed/2026-04-18-string-equality-operators-noref.md | l1/work/plans/features/closed/2026-04-18-string-relational-operators-noref.md | l1/work/plans/features/closed/2026-04-22-string-concatenation-operator-noref.md | work/plans/refactors/closed/2026-04-20-prefer-native-string-operators-noref.md | work/plans/refactors/closed/2026-04-30-prefer-native-string-concat-operator-noref.md,,l0/work/plans/features/closed/2026-04-20-string-equality-and-relational-operators-noref.md | l0/work/plans/features/closed/2026-04-30-string-concatenation-operator-noref.md | work/plans/refactors/closed/2026-04-20-prefer-native-string-operators-noref.md | work/plans/refactors/closed/2026-04-30-prefer-native-string-concat-operator-noref.md,,DEA-CANON-0288 | DEA-CANON-0289 | DEA-CANON-0290 | DEA-CANON-0291 | DEA-CANON-0299 | DEA-CANON-0307 | DEA-CANON-0308 | DEA-CANON-0309 | DEA-CANON-0310 | DEA-CANON-0351 | DEA-CANON-0352,Four closed feature/refactor plans establish native string comparisons/concatenation and migrate helper call sites.
l1/docs/decisions/0001-bootstrap-adaptation-strategy.md,Bootstrap Adaptation Strategy,Accepted,1,work/plans/refactors/closed/2026-04-02-l1-bootstrap-scaffold-noref.md,,work/plans/refactors/closed/2026-04-02-l1-bootstrap-scaffold-noref.md,,DEA-CANON-0169 | DEA-CANON-0170,One closed shared scaffold plan directly establishes the L0-derived L1 bootstrap strategy.
l1/docs/decisions/0002-dea-virtual-prelude-module.md,The `dea` Virtual Prelude Module,Accepted,3,l1/work/plans/features/closed/2026-04-03-dea-virtual-module-noref.md | l1/work/plans/features/closed/2026-04-20-is-intrinsic-noref.md | l1/work/plans/features/closed/2026-05-19-stage1-slices-len-slice-intrinsics-noref.md,,l1/work/plans/features/closed/2026-04-03-dea-virtual-module-noref.md,,DEA-CANON-0175 | DEA-CANON-0176 | DEA-CANON-0177 | DEA-CANON-0178 | DEA-CANON-0295 | DEA-CANON-0296 | DEA-CANON-0415 | DEA-CANON-0425,One closed L1 feature plan directly establishes the compiler-synthesized `dea` prelude.
l1/docs/decisions/0003-c-abi-naming-policy.md,C ABI Naming Policy,Accepted,3,l1/work/plans/features/closed/2026-04-04-l1-dea-c-abi-prefix-migration-noref.md | l1/work/plans/refactors/closed/2026-04-24-runtime-static-library-split-noref.md | work/plans/refactors/closed/2026-05-08-sys-memory-rename-noref.md,,l1/work/plans/features/closed/2026-04-04-l1-dea-c-abi-prefix-migration-noref.md,,DEA-CANON-0182 | DEA-CANON-0183 | DEA-CANON-0184 | DEA-CANON-0185 | DEA-CANON-0186 | DEA-CANON-0342 | DEA-CANON-0372,One closed L1 migration plan establishes the future-neutral generated/runtime C namespaces.
l1/docs/decisions/0004-wide-integer-types.md,Wide Integer Types,Accepted,7,l1/work/plans/bug-fixes/closed/2026-06-08-stage1-case-builtin-literal-support-noref.md | l1/work/plans/features/closed/2026-04-04-l1-prefixed-int-literals-noref.md | l1/work/plans/features/closed/2026-04-04-l1-small-int-builtins-on-dea-abi-noref.md | l1/work/plans/features/closed/2026-04-13-l1-uint-long-ulong-bigint-builtins-noref.md | l1/work/plans/features/closed/2026-04-14-l1-std-math-wide-integer-followup-noref.md | l1/work/plans/features/closed/2026-04-18-l1-bitwise-operators-noref.md | l1/work/plans/features/closed/2026-06-18-stage1-const-scalar-casts-noref.md,,l1/work/plans/features/closed/2026-04-04-l1-small-int-builtins-on-dea-abi-noref.md | l1/work/plans/features/closed/2026-04-13-l1-uint-long-ulong-bigint-builtins-noref.md | l1/work/plans/features/closed/2026-04-14-l1-std-math-wide-integer-followup-noref.md,,DEA-CANON-0199 | DEA-CANON-0201 | DEA-CANON-0202 | DEA-CANON-0203 | DEA-CANON-0204 | DEA-CANON-0205 | DEA-CANON-0206 | DEA-CANON-0207 | DEA-CANON-0208 | DEA-CANON-0209 | DEA-CANON-0210 | DEA-CANON-0211 | DEA-CANON-0212 | DEA-CANON-0223 | DEA-CANON-0224 | DEA-CANON-0225 | DEA-CANON-0226 | DEA-CANON-0227 | DEA-CANON-0228 | DEA-CANON-0229 | DEA-CANON-0230 | DEA-CANON-0231 | DEA-CANON-0232 | DEA-CANON-0240 | DEA-CANON-0241 | DEA-CANON-0267 | DEA-CANON-0268 | DEA-CANON-0269 | DEA-CANON-0270 | DEA-CANON-0271 | DEA-CANON-0272 | DEA-CANON-0433 | DEA-CANON-0434 | DEA-CANON-0435 | DEA-CANON-0488,"Three closed L1 plans establish the wide integer set, bigint literal handling, and suffixed stdlib helpers."
